CALLID,adaptedasr_trans,adapted_person,adapted_location,adapted_time,transcript,ner_person,ner_location,ner_time
en05M-CHR3_2620625_A_054320_061869,"that's kind of the main reason i was calling so we talked a few people about going for dinner 
",[],[],[],so that was kind of the main reason i was calling. so we talked a few people about going for dinner.,[],[],[]
en05M-CHR3_2620625_A_062056_067924,"to some place the other knew about it called <unk> so 
",[],[],[],to some place. the other knew about it. called zar. so.,[],['zar'],[]
en05M-CHR3_2620625_A_068484_073058,"said a are you can probably search the address 
",[],[],[],z a r you can probably search the address.,[],[],[]
en05M-CHR3_2620625_A_073045_073685,"yeah 
",[],[],[],yeah,[],[],[]
en05M-CHR3_2620625_A_074270_075095,"so 
",[],[],[],so.,[],[],[]
en05M-CHR3_2620625_A_081980_089743,"i think we are one or two kilometers away from the center but to be frank i'm not completely sure 
",[],[],[],i think it's one or two kilometers away from the center but to be frank i'm not completely sure.,[],[],[]
en05M-CHR3_2620625_A_091063_093397,"so yeah maybe you need to 
",[],[],[],so. yeah maybe you need to.,[],[],[]
en05M-CHR3_2620625_A_093820_099235,"plan for getting well it might take you twenty minutes or so to get there 
",[],[],['twenty minutes'],plan for getting. well it might take you twenty minutes or so to get there.,[],[],['twenty minutes']
en05M-CHR3_2620625_A_101210_101605,"bye 
",[],[],[],but,[],[],[]
en05M-CHR3_2620625_A_103290_108025,"right so it should be we said we will meet outside there seven thirty 
",[],[],['seven thirty'],right so it should be. we said we will meet outside there seven thirty.,[],[],['seven thirty']
en05M-CHR3_2620625_A_109020_111115,"it would it be okay for you 
",[],[],[],does it? would it be okay for you?,[],[],[]
en05M-CHR3_2620625_A_113240_113645,"yeah 
",[],[],[],yeah,[],[],[]
en05M-CHR3_2620625_A_114650_121105,"it should be general they have many different kinds of food so i think so it should fit everyone 
",[],[],[],and it should be general. they have many different kinds of food so i think so it should fit everyone.,[],[],[]
en05M-CHR3_2620625_A_126666_128213,"i think there are like 
",[],[],[],i think there are like,[],[],[]
en05M-CHR3_2620625_A_128553_131027,"five different people something like that 
",[],[],[],five different people. something like that.,[],[],[]
en05M-CHR3_2620625_A_131160_131753,"from 
",[],[],[],from.,[],[],[]
en05M-CHR3_2620625_A_132167_133141,"from the meeting 
",[],[],[],from the meeting.,[],[],[]
en05M-CHR3_2620625_A_133367_133741,"bye 
",[],[],[],but,[],[],[]
en05M-CHR3_2620625_A_134441_136555,"most of them are unknown to me 
",[],[],[],most of them are unknown to me.,[],[],[]
en05M-CHR3_2620625_A_136601_137628,"so 
",[],[],[],so.,[],[],[]
en05M-CHR3_2620625_A_138068_139295,"let's see but i think 
",[],[],[],let's see. but i think.,[],[],[]
en05M-CHR3_2620625_A_139902_141296,"can be fun 
",[],[],[],it can be fun.,[],[],[]
en05M-CHR3_2620625_A_148770_149155,"yeah 
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2620625_A_149690_150245,"okay 
",[],[],[],okay.,[],[],[]
en05M-CHR3_2620625_A_152550_154325,"see you 
",[],[],[],see you there and have a.,[],[],[]
en05M-CHR3_2620625_A_157080_159945,"yeah exactly so have a good good afternoon 
",[],[],[],yeah exactly so have a good good afternoon.,[],[],[]
en05M-CHR3_2620625_A_161030_161568,"yeah 
",[],[],[],okay.,[],[],[]
en05M-CHR3_2620625_A_162075_162428,"yeah 
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2620625_A_162761_163068,"yeah 
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2620625_A_163128_163628,"bye 
",[],[],[],bye.,[],[],[]
en05M-CHR3_2620629_B_007930_011260,"yeah hi hi it's it's it's johan again 
",['johan'],[],[],yeah yeah hi hi it's it's it's johan again .,['johan'],[],[]
en05M-CHR3_2620629_B_011637_012684,"or 
",[],[],[],so.,[],[],[]
en05M-CHR3_2620629_B_012848_015156,"it seems now 
",[],[],[],it seems now.,[],[],[]
en05M-CHR3_2620629_B_015483_022095,"people where not completely happy with this choice after all they want to go somewhere closer to the center 
",[],[],[],people where not happy with this choice after all. they want to go somewhere closer to the center.,[],[],[]
en05M-CHR3_2620629_B_022810_027185,"so we don't have a specific plan but just 
",[],[],[],so we don't a a specific plan but just,[],[],[]
en05M-CHR3_2620629_B_028040_035075,"we we decided to meet at some place called the money i'm not not so something are you familiar with it 
",[],[],[],we we decided to meet at some place called marien platz platz or something. are you familiar with it?,[],['marien platz'],[]
en05M-CHR3_2620629_B_038050_038495,"yeah 
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2620629_B_040230_041212,"okay okay 
",[],[],[],okay okay.,[],[],[]
en05M-CHR3_2620629_B_041425_051458,"yeah i i don't know it very well but i i will go with some people there so if you can come there at at at the same time seven thirty instead 
",[],[],['seven thirty'],yeah i i don't know it very well but i i will go with some people there. so if you can come there at at at the same time seven thirty instead.,[],[],['seven thirty']
en05M-CHR3_2620629_B_057600_058595,"okay okay 
",[],[],[],okay okay.,[],[],[]
en05M-CHR3_2620629_B_065570_070295,"right yeah yeah and people have closer to home an and so on 
",[],[],[],right yeah yeah and people have closer to home and so on so.,[],[],[]
en05M-CHR3_2620629_B_072540_073030,"
",[],[],[],okay.,[],[],[]
en05M-CHR3_2620629_B_081570_089655,"yeah yeah i i i'm not familiar with that square so is it big place or i mean we we may to see each other you think or 
",[],[],[],yeah yeah. i i i'm not familiar with that square so is it big place? or i mean we we may to see each other you think or?,[],[],[]
en05M-CHR3_2620629_B_098920_099345,"yeah 
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2620629_B_110060_110455,"yeah 
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2620629_B_111580_114415,"okay okay yeah that's that's good 
",[],[],[],okay okay. yeah. that that's that's good.,[],[],[]
en05M-CHR3_2620629_B_115030_116415,"good choice or idea 
",[],[],[],good choice or idea.,[],[],[]
en05M-CHR3_2620629_B_122480_123685,"alright yeah 
",[],[],[],alright yeah.,[],[],[]
en05M-CHR3_2620629_B_127540_129775,"sounds sounds even better yeah 
",[],[],[],sounds sounds even better yeah.,[],[],[]
en05M-CHR3_2620629_B_130460_132005,"okay so 
",[],[],[],okay so.,[],[],[]
en05M-CHR3_2620629_B_132840_135406,"let's meet there seven thirty okay 
",[],[],['seven thirty'],let's meet there seven thirty okay?,[],[],['seven thirty']
en05M-CHR3_2620629_B_135504_136814,"look forward to see you 
",[],[],[],look forward to see you.,[],[],[]
en05M-CHR3_2620629_B_137068_137428,"
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2620629_B_138540_139385,"okay bye 
",[],[],[],okay bye.,[],[],[]
en05M-CHR3_2620629_B_140140_140545,"
",[],[],[],bye.,[],[],[]
en05M-CHR3_2621344_A_012300_014475,"hi it's johan 
",['johan'],[],[],hi it's johan.,['johan'],[],[]
en05M-CHR3_2621344_A_018010_019715,"hi hi 
",[],[],[],hi hi damir. what's up?,['damir'],[],[]
en05M-CHR3_2621344_A_025460_026065,"yeah 
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2621344_A_029160_034653,"sure sure yeah i'm i i'll let you know few minutes i just went out for some air you know 
",[],[],['few minutes'],sure sure. yeah i'm i i'll be back in a few minutes. i just went out for some air you know.,[],[],['a few minutes']
en05M-CHR3_2621344_A_034653_039818,"meeting was very boring i almost fall asleep so i need to 
",[],[],[],meeting was very boring i almost fall alseep so i need to.,[],[],[]
en05M-CHR3_2621344_A_040620_044155,"fresh fresh air actually to wake up 
",[],[],[],fresh fresh air actually to wake up.,[],[],[]
en05M-CHR3_2621344_A_044630_050275,"but i i'll be back in like one or two three four five minutes something like that 
",[],[],['four five minutes'],but i i will be back in like one or two three four five minutes. something like that.,[],[],['four five minutes']
en05M-CHR3_2621344_A_055730_057665,"okay okay cool cool 
",[],[],[],okay okay cool cool.,[],[],[]
en05M-CHR3_2621344_A_061090_063195,"yeah yeah okay 
",[],[],[],yeah yeah okay.,[],[],[]
en05M-CHR3_2621344_A_065350_067345,"okay thanks bye bye 
",[],[],[],yeah okay thanks. bye bye.,[],[],[]
en05M-CHR3_2621426_A_016900_018105,"hello is this peter 
",['this peter'],[],[],hello. is this peter?,['peter'],[],[]
en05M-CHR3_2621426_A_021781_034287,"okay so this is this is johan and i'm now after workshop and i talked quite a lot with several users of our system 
",['johan'],[],[],okay. so this is this is johan and i'm now after workshop and i talked quite a lot with several users of our system.,['johan'],[],[]
en05M-CHR3_2621426_A_035060_050525,"i mainly about the germans guys i think what's her name they they generally they are happy with the the system most parts but we have some some issues with the speaker id system 
",[],[],[],i mainly about the germans guys. i think ahme. what's her name. they they. generally they are they are happy with the the system. most parts. but we have some some issues with the speaker id system.,[],[],[]
en05M-CHR3_2621426_A_051125_053485,"in particular the calibration 
",[],[],[],in particular the calibration.,[],[],[]
en05M-CHR3_2621426_A_054380_057595,"so we have noticed 
",[],[],[],so we have noticed .,[],[],[]
en05M-CHR3_2621426_A_058404_067319,"seems we need to <unk> say some language or which language is spoken something like that 
",[],[],[],it it seems we need to callibrate say some language. or which language is spoken. something like that.,[],[],[]
en05M-CHR3_2621426_A_068210_074385,"so i don't know if they do something i mean do we have the data for this you think or 
",[],[],[],so i don't know . can we can we do something? i mean do we have the data for this you think or?,[],[],[]
en05M-CHR3_2621426_A_087260_096745,"i i don't remember it was kind of what i wanted to ask you but i i recall we might have this for 
",[],[],[],i don't remember. it was kind of what i wanted to ask you but i i recall we might have this for.,[],[],[]
en05M-CHR3_2621426_A_097720_105305,"two or three languages but i'm not sure if we can do it for like ten languages which seem to be there 
",[],[],[],two or three languages but i'm not sure if we can do it for like ten languages which seem to be more their interest.,[],[],[]
en05M-CHR3_2621426_A_106040_113065,"maybe maybe we can do something with the three that we have and try to 
",[],[],[],maybe maybe we can do something with the three that we have and try to .,[],[],[]
en05M-CHR3_2621426_A_113770_126255,"somehow work on that see if they have more languages in their application try to at least make it a bit more language robust with the three languages we have i think that's the best we can do 
",[],[],[],somehow work on that even if they have more languages in their application. try to at least make it a little bit more language robust with the three languages we have. i think that's the best we can do anyway.,[],[],[]
en05M-CHR3_2621426_A_128850_129265,"
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2621426_A_136299_144124,"okay yeah that would be great i'll tell them that we'll look into it and it's not gonna be perfect but better better 
",[],[],[],okay. yeah that would be great. i'll tell them that we'll look into it and it's not gonna be perfect but better better at least.,[],[],[]
en05M-CHR3_2621426_A_146320_150506,"okay yeah yeah okay 
",[],[],[],okay. yeah. yeah. okay. bye bye.,[],[],[]
en05M-CHR3_2621426_A_151742_152445,"bye 
",[],[],[],yeah bye.,[],[],[]
en05M-CHR3_2621442_B_012520_013435,"yeah 
",[],[],[],hi it's johan.,['johan'],[],[]
en05M-CHR3_2621442_B_017380_019865,"yeah 
",[],[],[],yeah i i'm.,[],[],[]
en05M-CHR3_2621442_B_020740_024715,"that's great i i started a little bit sick actually 
",[],[],[],not that great. i i started to feel a little bit sick actually.,[],[],[]
en05M-CHR3_2621442_B_030940_032025,"okay yeah 
",[],[],[],okay. yeah,[],[],[]
en05M-CHR3_2621442_B_032650_036695,"yeah i just left actually s some minutes ago 
",[],[],['some minutes ago'],yeah i just left actually some minutes ago.,[],[],['some minutes ago']
en05M-CHR3_2621442_B_039320_039705,"yeah 
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2621442_B_041330_044385,"yeah i'm trying to find a taxi now actually i yeah 
",[],[],[],yeah i'm trying to find a taxi now actually. i yeah.,[],[],[]
en05M-CHR3_2621442_B_056390_058825,"sure sure yeah i guess 
",[],[],[],sure. sure. yeah i guess i will.,[],[],[]
en05M-CHR3_2621442_B_059610_060905,"just stay 
",[],[],[],just stay.,[],[],[]
en05M-CHR3_2621442_B_061390_065375,"hotel tonight and by myself and 
",[],[],['tonight'],at the hotel tonight and by myself and.,[],[],['tonight']
en05M-CHR3_2621442_B_066340_067975,"i let you know tomorrow okay 
",[],[],['tomorrow'],i let you know tomorrow okay?,[],[],['tomorrow']
en05M-CHR3_2621442_B_070670_071106,"
",[],[],[],yeah.,[],[],[]
en05M-CHR3_2621442_B_074350_077385,"yeah le let's see tomorrow how how things are 
",[],[],[],yeah. let's see tomorrow how how things are.,[],[],['tomorrow']
en05M-CHR3_2621442_B_078930_079485,"okay 
",[],[],[],okay.,[],[],[]
en05M-CHR3_2621442_B_081300_084695,"yeah thank you for for your concern bye bye 
",[],[],[],yeah. yeah thank you for for your concern. bye.,[],[],[]
en06M-CHR3_2621292_B_005790_010045,"hi david it's graham from specialist service here 
",['david'],[],[],hi david it's graham from specialist service here.,"['david', 'graham']",[],[]
en06M-CHR3_2621292_B_010590_011645,"<unk> 
",[],[],[],i'm just giving you a call.,[],[],[]
en06M-CHR3_2621292_B_012500_014295,"i'm very good indeed and yourself 
",[],[],[],i'm very good indeed and yourself.,[],[],[]
en06M-CHR3_2621292_B_017940_024005,"yes i was just wanted to update you about the order your client is waiting for 
",[],[],[],good yes i i just wanted to update you about the order your client is waiting for.,[],[],[]
en06M-CHR3_2621292_B_026460_047433,"unfortunately i've i've some bad news that the container ship that was travelling from china have a minor fire in the engine room on a stop at the port in vietnam to wait parts on repair that's gonna delay the shipment obviously so we're we're we're looking into that 
",[],"['china', 'vietnam']",[],unfortunately i've i've some bad news that the container ship that was travelling from china have a minor fire in the engine room and it had to stop at the port in vietnam to wait parts on repair. that's gonna delay the shipment obviously so we're we're we're looking into that.,[],"['china', 'vietnam']",[]
en06M-CHR3_2621292_B_053740_082387,"so so i don't because the ship <unk> engines on the way for parts together with pers i at this point a new estimated time of arrival for the shipment to arrive your clients and i'll take a look another no problem with that as well is this delay of the ship may lead to further delays as the special <unk> in the port in northern italy 
",[],['italy'],[],so so i don't because the ship with out engines on the way for parts together with i at this point a new estimated time of arrival for a shipment to arrive your clients problem with that as well is that this delay of the ship may lead to further delays as the lorry in the port in northern italy.,[],['northern italy'],[]
