CALLID,ASR,ASR_boosted,asr_ner,asr_boosted_ner,asrbaseline_person,asrbaseline_location,asrbaseline_time,transcript,ner_person,ner_location,ner_time
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_047140_048034,"okay so
","okay so
",,,[],[],[],okay. so.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_049620_058885,"maybe you can consider uh could be decreasing deprives because uh you know we are now starting to get the and these guys
","maybe you can consider a decrease the price because uh you know we are just starting to get the gear and these guys
",,,[],[],[],maybe you can consider little bit decrease of the price because you know. we are just starting it here and if these guys.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_059730_067008,"i think that's a up over time right here so we get together also with i was surprised you're done on them
","i think it's rococo uh overtime right here so we all get together also i was the president on them
",,['rococo'],[],[],[],i think that it will go up over time. the price here. so we will get. we can also put i can put the pressure then on them.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_067500_071056,"then they will have like more more alkaline towards the beginning we
","when they have like more more inclined towards the beginning we
",,,[],[],[],when they will have like more more clients. but for the beginning we.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_071422_076791,"all of us have do for some short periods of time let it go down
","all of us have do for some short periods of time and let it go down
",,,[],[],[],all of us have to for some short period of time little bit go down.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_077173_081664,"and just developed the market and then i think everyone
","and just developed the market then then i think everyone
",,,[],[],[],and just and develop the market and then i think everyone,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_082314_084935,"real being much better situation so
","really being much better situation so
",,,[],[],[],will be in much better situation. so.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_085400_087657,"just three concentrated again
","just three calls are you again
",[[]],[[]],[],[],[],just reconsider it again. yeah?,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_092090_096204,"okay okay that's that's fine for me i'm not beat it you
","okay okay that's that's fine for me i'm not beat it you
",,,[],[],[],okay. okay. that's that's fine for me. i'm happy that you,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_096525_098291,"you are not closing the media
","you are not closing the media
",,,[],[],[],you are not closing it immediately.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_098422_099191,"good good
","good good
",,,[],[],[],good. good.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_099569_101215,"so then cold again
","so then again
",,,[],[],[],so then. call you again.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_102730_104215,"okay perfect thank you
","okay thank you
",,,[],[],[],okay. perfect. thank you.,[],[],[]
cs06M-kvl0d3n7--zn2yv4-19zxkdroyzm8x-ihvyu8_UDP-0_RTP_1_A_105510_106835,"oh john
","wow
",['john'],,[],[],[],ciao. ciao.,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_004252_030504,"fifty foster high see here is let's say chick guy uh yeah it seems like you were really waiting forty school so i i guess you are still uh still stealing expectation also you you uh happiness
","fifty five hi see here is let's say chick guy uh yeah it seems like you were really waiting forty school so i i guess you're still a still an expectation also you you become a happiness
",[[]],[[]],[],[],[],that was pretty fast hi here is let's say czech guy. yeah it seems like you were really waiting for this call so i guess you are still still in inspectation no? for new new pack of happiness,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_044962_046925,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_051524_086599,"yeah perfect i'm right now in in touch with mine cody accent i i will so really i received guarantee that within a week we will be will be able to w. where do you on on the place to go for like two uh all you need so you just need few days so it was like uh i was told that it's not walk from one to another but a race like uh nearly as you grow rich conductor what part
","yeah perfect i'm right now i'm in touch with my kuki accent i i will so really i received guarantee that within a week we will we will be able to tell you where do you on on the place to go for like a all you need so you just need a few days so it was like uh i was told that it's not walk from one place to another but he's like a nearly as you grow rich there won't be a part
","[[], [], []]","[[], []]",[],[],"['a week', 'few days']",yeah perfect i'm right now in touch with my colleagues and i i was really i refill guarantee that within a week we will be able to deliver to you on on the place all you need so. we just need few days. so it was like from one day to another but there is like no risk that we will be able to bring that.,[],[],"['a week', 'few days']"
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_086599_091104,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_091104_098340,"yeah for sure yeah that's
","yeah for sure yeah that's
",,,[],[],[],yeah for sure yeah let's.,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_113936_121961,"yeah i see where i know i'm not no not really a mess all guys
","yeah i see where i know i'm not no not really affect us all guys
",,,[],[],[],yeah i see but right now i'm not. not really afraid. all guys,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_134297_161098,"yeah for for me like uh the price street treat you can ah for you we still like boats then yeah then for the money and uh for two moments we are planning to go down i think this screwed price to supports ah markets to let you make some money so this is something we can set free
","yeah for for me like uh the price they treat you can uh for you it's still like boats then yeah then for the money and uh for two moments we are planning to go down i think this is bryce supports a market to let you make some money so this is something we can set free
",[[]],"[[], 'bryce']",[],[],[],yeah for for me like the price which we can good for you is still like about ten yeah and then for the molly . and for the moment we are not planning to go down i think this is good price to support the market to make some money. so yeah this is something what we can set for you.,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_179235_185000,"oh cool okay
","oh cool okay
",,,[],[],[],cool okay. okay.,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_190963_198513,"yeah yeah
","yeah yeah
",,,[],[],[],yeah.,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_198513_211487,"yeah perfect biased clear i both steel afterwards cool okay yeah you to go looking forward to party girl
","yeah perfect actually i think still afterwards cool okay yeah you to go looking forward to party girl
",,,[],[],[],yeah perfect nice to hear i will text you yeah afterwards. cool. okay. yeah you too looking forward to party . with girl.,[],[],[]
cs06M-kvl0owkl--zn2yv4-19zxkdroyzmck1csheo_UDP-0_RTP_1_B_211487_223494,"she oh soon guy
","see you guys
",,,[],[],[],see you. austrian guy. bye.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_005071_006865,"this was fifty five times
","this was fifty five times
",[[]],[[]],[],[],[],that was pretty fast. hi.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_012504_016180,"here is let's say chick guy uh
","here is let's say chick guy uh
",,,[],[],[],hear is let's say czech guy. yeah.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_016652_019963,"it seems like you were really waiting forty school so
","it seems like you were really waiting forty school so
",,,[],[],[],it seems like you were really waiting for this call so.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_020014_022895,"i i guess you are still uh
","i i guess you're still
",,,[],[],[],i i guess you are still,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_023800_028592,"really neat expectation also you you uh happiness
","really neat expectation oh so you you become a happiness
",,,[],[],[],still in expectation of new new pack of happiness.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_045960_046375,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_052180_057228,"perfect i'm right now in in touch with mine cody accent
","perfect i'm right now i'm in touch with my kuki accent
",,,[],[],[],yeah. perfect. i'm. right now in in touch with my colleagues and.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_057537_059407,"i i will so
","i i will so
",,,[],[],[],i i was,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_059859_062237,"really i received on
","really oh i received guarantee
",,,[],[],[],really i received guarantee,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_062565_066610,"within a week we will be will be able to deliver
","within a week we will we will be able to believe
",[[]],[[]],[],[],['a week'],that within a week we will we will be able to deliver,[],[],['a week']
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_066977_072264,"do you on on the place to go for like two uh all you need so
","do you on on the place to go for like a all you need so
",[[]],,[],[],[],to you on on the place which you will select all you need. so.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_072741_078715,"just next few days so it was like uh i was told that it's not walk from one day to another
","just a few days so it was like uh i was told that it's not walk from one place to another
",[[]],,[],[],['next few days'],we just need few days. so it was like . i was told that it's not from one day to another.,[],[],['few days']
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_079190_084798,"but a like uh nearly zero race that won't be prepared
","but regardless like uh nearly as you grow rich there won't be prepared
",[[]],,[],[],[],but there is like nearly zero risk that we won't be able to prepare it.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_089520_090015,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_094090_096395,"yeah for sure yeah
","yeah for sure yeah
",,,[],[],[],yeah. for sure. yeah. that's.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_114290_121195,"yeah i see but i know i'm not no not really a mess all guys seem so
","yeah i see but right now i'm not not not really affect us all guys
",,,[],[],[],yeah. i see. but right now i'm not not really afraid. all guys seems,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_134710_142875,"yeah for for me like uh the price they treat you can ah afraid you still like boston
","yeah for for me like uh the price they treat you can uh for you it's still like boston
",['boston'],['boston'],[],['boston'],[],yeah. for for me like the price which we we can offer you is still like about ten.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_143380_143824,"yeah
","yeah
",,,[],[],[],yeah?,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_144419_155041,"than for the money and uh for two moments we are planning to go down i think this is good price to supports ah markets
","and then for the money and so forth the moments we are planning to go down i think this is bryce supports ah markets
",[[]],['bryce'],[],[],['two moments'],ten for the molly. and for the moment we are not planning to go down. i think this is good price to support market.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_155334_160055,"to let you make some money so this is something we can set free
","to let you make some money so this is something we can set free
",,,[],[],[],to let you make some money. so yeah. this is something what we can set for you.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_181950_182495,"cool
","cool
",,,[],[],[],cool.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_183030_184265,"okay
","okay
",,,[],[],[],okay. okay.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_191640_192105,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_197610_198005,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_199370_203645,"perfect last winter i both still afterwards cool
","perfect last winter i think still afterwards cool
",,,[],[],[],yeah. perfect. nice to hear. i will text you. yeah? afterwards. cool.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_204900_205535,"okay
","okay
",,,[],[],[],okay.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_206110_209915,"yeah you to go looking forward to party girl
","yeah you too looking forward to party girl
",,,[],[],[],yeah. you too. looking forward to party,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_218610_220236,"fear oh guy
","fear of guy
",,,[],[],[],see you. austrian guy.,[],[],[]
cs06M-kvl0owkn--zn2yv4-19zxkdrp3cypm-tp6ko2_UDP-0_RTP_1_B_221176_221714,"i
","right
",,,[],[],[],bye.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_002219_006005,"hi hello how are you in greece you know here
","hi hello how are you
",['greece'],,[],[],[],hey hello katja. how are you it's kristýna here.,"['katja', 'kristýna']",[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_010350_018915,"yeah yeah partner by well i haven't i haven't spoken to a long time so i was wondering who we
","yeah yeah partner by well i haven't i haven't spoken to him for a long time so i was wondering how we can
",,,[],[],[],yeah yeah i am fine i'm fine well i haven't i haven't spoken to for a long time so i was wondering how are you. how was your weekend.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_030480_032975,"it's it's it's not
","it's it's it's not
",,,[],[],[],even if it's nice.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_034150_042515,"what would your friend from prague uh like during the weekends so we did some like some trips yeah to enjoy it snow a little
","what would your friend from prague uh like during the weekend so we do like some trips yeah to enjoy the snow
",['prague'],['prague'],[],['prague'],[],yeah well actually i went we didn't friends to prague like during the weekend so we did some like some trips here to enjoy the snow a little bit.,[],['prague'],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_043170_050825,"you know so well we are working uh from homes every day so i needed you know to get out for a while
","you know so well we are working uh from homes every day so i needed you know to get out for awhile
",,,[],[],[],you know so well we are working from home every day so i needed you know to get out for a while.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_054300_059355,"yeah yeah yeah actually it is it's even more than here to be honest
","yeah yeah yeah actually it is it's even more than here to be honest
",,,[],[],[],yeah yeah yeah actually it is it's even more than in here to be honest.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_061100_061655,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_069930_072985,"yeah sure nothing is open so
","yeah and nothing was open so
",,,[],[],[],yeah yeah i say nothing is open so.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_073530_076455,"we only can work in a for us
","we only can walk you know enough for us
",,,[],[],[],we only we can walk in a forest.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_077240_079135,"but but it's but it's nice
","but but it's it's nice
",,,[],[],[],but but is nice.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_079730_080525,"nice
","nice
",,,[],[],[],it is nice.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_083700_084915,"yeah
","yeah
",,,[],[],[],and.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_085670_095185,"yeah yeah the trains and buses so we can walk or like you get her as well if you would like to know to speak rollerblade hawaii went someone
","yeah yeah the trains and buses so we can rococo like you get her as well if you would like to you know to speak real good how are you
",['hawaii'],,[],[],[],yeah yeah the trains and and busses yeah so we can walk like together as well if you would like to you know speak for a little bit. how are you and so on.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_099120_101755,"yeah yeah that would be nice
","yeah yeah that would be nice
",,,[],[],[],yeah yeah yeah would would be nice.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_102360_104025,"i haven't seen you for
","i haven't seen you for
",,,[],[],[],i haven't seen you for.,[],[],[]
cs07F-RE022810a2a9f1590f20b736f56d6c63c5_A_104860_108775,"okay perfect perfect i haven't seen afraid you sort of would be nice to see
","okay perfect perfect i haven't seen you for a juice or it would be nice to see
",,,[],[],[],okay okay perfect perfect so i haven't seen you for ages so would be nice to see you.,[],[],[]
